"animal_id","timestamp","longitude","latitude","fix"
"TTP-058","2019-02-12 21:02:09-05",-80.2776861111111,26.0697027777778,"3D"
"TTP-058","2019-02-12 23:02:30-05",-80.2789361111111,26.0693305555556,"3D"
"TTP-058","2019-02-13 01:02:30-05",-80.2785861111111,26.0703416666667,"3D"
"TTP-058","2019-02-13 02:02:11-05",-80.2786388888889,26.0703694444444,"3D"
"TTP-058","2019-02-13 03:02:04-05",-80.2786277777778,26.0703388888889,"3D"
"TTP-058","2019-02-13 14:02:06-05",-80.2794083333333,26.0740944444444,"3D"
"TTP-058","2019-02-13 15:02:11-05",-80.2764833333333,26.0709277777778,"3D"
"TTP-058","2019-02-13 21:02:30-05",-80.2787888888889,26.0714638888889,"3D"
"TTP-058","2019-02-13 22:02:05-05",-80.2792111111111,26.0719611111111,"3D"
"TTP-058","2019-02-13 23:02:08-05",-80.2785861111111,26.0712444444444,"3D"
"TTP-058","2019-02-14 00:02:06-05",-80.2777527777778,26.0708194444444,"3D"
"TTP-058","2019-02-14 02:02:30-05",-80.2778472222222,26.0707444444444,"3D"
"TTP-058","2019-02-14 03:02:21-05",-80.2779111111111,26.0707305555556,"3D"
"TTP-058","2019-02-14 15:02:30-05",-80.2779055555555,26.0743805555556,"3D"
"TTP-058","2019-02-14 16:02:05-05",-80.2799333333333,26.0734444444444,"3D"
"TTP-058","2019-02-14 17:02:06-05",-80.2795722222222,26.0725111111111,"3D"
"TTP-058","2019-02-14 18:02:07-05",-80.2776027777778,26.0711583333333,"3D"
"TTP-058","2019-02-14 20:02:30-05",-80.2767583333333,26.0707222222222,"3D"
"TTP-058","2019-02-14 21:02:08-05",-80.2794222222222,26.0741444444444,"3D"
"TTP-058","2019-02-14 22:02:30-05",-80.2794416666667,26.0720138888889,"3D"
"TTP-058","2019-02-14 23:02:17-05",-80.2786083333333,26.0703166666667,"3D"
"TTP-058","2019-02-15 00:02:10-05",-80.2786111111111,26.0704055555556,"3D"
"TTP-058","2019-02-15 13:02:30-05",-80.2786277777778,26.0703388888889,"3D"
"TTP-058","2019-02-15 14:02:24-05",-80.2795777777778,26.0730638888889,"3D"
"TTP-058","2019-02-15 15:02:05-05",-80.2766194444444,26.0703583333333,"3D"
"TTP-058","2019-02-15 16:02:30-05",-80.2766333333333,26.0708583333333,"3D"
"TTP-058","2019-02-15 17:02:06-05",-80.2772305555556,26.0707305555556,"3D"
"TTP-058","2019-02-15 18:02:13-05",-80.2774555555556,26.0709138888889,"3D"
"TTP-058","2019-02-15 19:02:09-05",-80.2779861111111,26.0743333333333,"3D"
"TTP-058","2019-02-15 20:02:30-05",-80.2794722222222,26.0725333333333,"3D"
"TTP-058","2019-02-15 21:02:02-05",-80.2789361111111,26.0716638888889,"3D"
"TTP-058","2019-02-16 01:02:30-05",-80.2786472222222,26.070875,"3D"
"TTP-058","2019-02-16 03:02:30-05",-80.2785111111111,26.0709583333333,"3D"
"TTP-058","2019-02-16 13:02:30-05",-80.2787055555556,26.0705388888889,"3D"
"TTP-058","2019-02-16 14:02:02-05",-80.2795138888889,26.073,"3D"
"TTP-058","2019-02-16 15:02:05-05",-80.2780694444444,26.0743222222222,"3D"
"TTP-058","2019-02-16 16:02:06-05",-80.2784777777778,26.0741055555556,"3D"
"TTP-058","2019-02-16 19:02:30-05",-80.2780361111111,26.0743861111111,"3D"
"TTP-058","2019-02-16 20:02:04-05",-80.2780055555556,26.0743888888889,"3D"
"TTP-058","2019-02-16 21:02:09-05",-80.2781722222222,26.0739305555556,"3D"
"TTP-058","2019-02-16 22:02:10-05",-80.2784138888889,26.0743583333333,"3D"
"TTP-058","2019-02-16 23:02:05-05",-80.2790333333333,26.0739138888889,"3D"
"TTP-058","2019-02-17 00:02:02-05",-80.2791222222222,26.0718611111111,"3D"
"TTP-058","2019-02-17 01:02:04-05",-80.2786472222222,26.0719055555556,"3D"
"TTP-058","2019-02-17 03:02:30-05",-80.278275,26.0701333333333,"3D"
"TTP-058","2019-02-17 18:02:06-05",-80.2774972222222,26.0734277777778,"3D"
